,id,title,budget,popularity,revenue,runtime,vote_average,vote_count,ceremony_year,Oscars,Nominations_Oscars,GoldenGlobes,Nominations_GoldenGlobes
1200,708,the living daylights,40000000,23.331459,191185897,130.0,6.2,440,1988.0,0.0,0.0,0.0,0.0
1201,34851,predators,40000000,47.649553999999995,126248813,107.0,6.0,1206,2011.0,0.0,0.0,0.0,0.0
1202,9930,legal eagles,0,7.519433,0,116.0,5.8,51,1987.0,0.0,0.0,0.0,0.0
1203,1586,secret window,40000000,32.908414,92913171,96.0,6.4,972,2005.0,0.0,0.0,0.0,0.0
1204,2044,the lake house,40000000,29.887359999999997,114830111,99.0,6.5,670,2007.0,0.0,0.0,0.0,0.0
1205,9913,the skeleton key,43000000,29.105407,91974818,104.0,6.4,573,2006.0,0.0,0.0,0.0,0.0
1206,71864,the odd life of timothy green,0,16.394451999999998,51854875,105.0,6.5,386,2013.0,0.0,0.0,0.0,0.0
1207,10761,made of honor,40000000,19.574773999999998,84601681,101.0,6.0,394,2009.0,0.0,0.0,0.0,0.0
1208,209451,jersey boys,40000000,14.199932999999998,67347013,134.0,6.8,255,2015.0,0.0,0.0,0.0,0.0
1209,11975,the rainmaker,40000000,12.229516,45916769,135.0,6.7,235,1998.0,0.0,0.0,0.0,0.0
1210,4970,gothika,40000000,27.303608,141591324,98.0,5.8,629,2004.0,0.0,0.0,0.0,0.0
1211,11831,amistad,36000000,3.6982760000000003,74000000,155.0,6.8,316,1998.0,0.0,4.0,0.0,4.0
1212,9096,medicine man,40000000,7.021871000000001,0,106.0,5.8,114,1993.0,0.0,0.0,0.0,0.0
1213,440,aliens vs predator requiem,40000000,39.381913,41797066,94.0,4.9,740,2008.0,0.0,0.0,0.0,0.0
1214,11011,ri¢hie ri¢h,40000000,14.398356,0,95.0,5.4,415,1995.0,0.0,0.0,0.0,0.0
1215,10641,autumn in new york,65000000,8.680334,0,103.0,5.7,135,2001.0,0.0,0.0,0.0,0.0
1216,11172,music and lyrics,40000000,17.659032,145896422,96.0,6.2,554,2008.0,0.0,0.0,0.0,0.0
1217,39513,paul,40000000,43.151268,97552050,104.0,6.5,1789,2012.0,0.0,0.0,0.0,0.0
1218,82687,the guilt trip,40000000,15.283444,41863726,95.0,5.4,284,2013.0,0.0,0.0,0.0,0.0
1219,41446,scream 4,40000000,35.21926,97138686,111.0,6.1,902,2012.0,0.0,0.0,0.0,0.0
1220,8224,8mm,40000000,25.580272,96618699,123.0,6.1,474,2000.0,0.0,0.0,0.0,0.0
1221,10537,the doors,38000000,10.794175,34416893,140.0,6.7,275,1992.0,0.0,0.0,0.0,0.0
1222,225886,sex tape,40000000,72.641296,126069509,97.0,5.3,1695,2015.0,0.0,0.0,0.0,0.0
1223,10385,hanging up,40000000,3.4155339999999996,36037909,94.0,5.0,40,2001.0,0.0,0.0,0.0,0.0
1224,55779,final destination 5,47000000,38.555482,157887643,92.0,5.9,866,2012.0,0.0,0.0,0.0,0.0
1225,10154,mickey blue eyes,0,6.786117,0,102.0,5.3,140,2000.0,0.0,0.0,0.0,0.0
1226,10647,pay it forward,40000000,24.313684,55707411,122.0,7.0,432,2001.0,0.0,0.0,0.0,0.0
1227,11431,fever pitch,30000000,9.965073,50451307,103.0,5.9,182,2006.0,0.0,0.0,0.0,0.0
1228,8457,drillbit taylor,40000000,15.055732,0,102.0,5.5,275,2009.0,0.0,0.0,0.0,0.0
1229,188161,a million ways to die in the west,0,32.808675,0,116.0,5.8,1468,2015.0,0.0,0.0,0.0,0.0
1230,8850,the shadow,25000000,8.178203,48063435,108.0,5.4,138,1995.0,0.0,0.0,0.0,0.0
1231,64685,extremely loud  incredibly close,40000000,31.066874,55247881,129.0,6.9,708,2012.0,0.0,2.0,0.0,0.0
1232,38357,morning glory,40000000,22.491388,58785180,102.0,6.1,412,2011.0,0.0,0.0,0.0,0.0
1233,10060,get rich or die tryin,40000000,12.885985,46442528,117.0,6.3,186,2006.0,0.0,0.0,0.0,0.0
1234,11398,the art of war,40000000,7.832337,30199105,117.0,5.6,135,2001.0,0.0,0.0,0.0,0.0
1235,1833,rent,40000000,10.433667,31670620,135.0,6.7,155,2006.0,0.0,0.0,0.0,0.0
1236,10391,bless the child,40000000,3.3219489999999996,0,107.0,4.9,71,2001.0,0.0,0.0,0.0,0.0
1237,8970,the outoftowners,75000000,4.842626,29000000,90.0,5.0,45,2000.0,0.0,0.0,0.0,0.0
1238,9306,the island of dr moreau,40000000,13.210898,49627779,96.0,4.6,147,1997.0,0.0,0.0,0.0,0.0
1239,11370,the musketeer,40000000,3.296933,27053815,104.0,5.2,56,2002.0,0.0,0.0,0.0,0.0
1240,12184,the other boleyn girl,35000000,22.939557,0,115.0,6.4,477,2009.0,0.0,0.0,0.0,0.0
1241,1921,sweet november,40000000,19.372805,65754228,119.0,6.4,278,2002.0,0.0,0.0,0.0,0.0
1242,1683,the reaping,40000000,13.445697000000001,62771059,99.0,5.4,205,2008.0,0.0,0.0,0.0,0.0
1243,203,mean streets,500000,17.002095999999998,3000000,110.0,7.2,345,1974.0,0.0,0.0,0.0,0.0
1244,11858,renaissance man,40000000,4.516953,24332324,128.0,5.9,81,1995.0,0.0,0.0,0.0,0.0
1245,62835,colombiana,40000000,33.785969,60965854,108.0,6.5,824,2012.0,0.0,0.0,0.0,0.0
1246,18937,quest for camelot,40000000,16.059442999999998,38172500,86.0,6.9,190,1999.0,0.0,1.0,0.0,0.0
1247,13536,city by the sea,40000000,3.4769660000000004,22433915,108.0,5.7,92,2003.0,0.0,0.0,0.0,0.0
1248,15556,at first sight,0,5.7787239999999995,0,128.0,5.9,48,2000.0,0.0,0.0,0.0,0.0
1249,10718,torque,40000000,7.360792999999999,46546197,84.0,4.7,119,2005.0,0.0,0.0,0.0,0.0
1250,11062,city hall,0,3.621837,0,111.0,6.0,67,1997.0,0.0,0.0,0.0,0.0
1251,10802,showgirls,45000000,14.513304999999999,20350754,128.0,4.9,256,1996.0,0.0,0.0,0.0,0.0
1252,1887,marie antoinette,40000000,22.364549,60474340,123.0,6.5,642,2007.0,1.0,1.0,0.0,0.0
1253,6071,kiss of death,40000000,6.908939999999999,0,101.0,5.7,81,1996.0,0.0,0.0,0.0,0.0
1254,10461,get carter,63600000,4.494788,19412993,102.0,4.8,145,2001.0,0.0,0.0,0.0,0.0
1255,80278,the impossible,42000000,47.559928,180274123,113.0,7.0,2025,2013.0,0.0,1.0,0.0,1.0
1256,12704,ishtar,55000000,2.410546,14375181,107.0,4.2,28,1988.0,0.0,0.0,0.0,0.0
1257,10315,fantastic mr fox,40000000,41.258956,46471023,87.0,7.5,1176,2010.0,0.0,2.0,0.0,1.0
1258,16643,life or something like it,40000000,8.980846000000001,16872671,103.0,5.7,124,2003.0,0.0,0.0,0.0,0.0
1259,2687,memoirs of an invisible man,40000000,7.222985,14358033,99.0,5.7,125,1993.0,0.0,0.0,0.0,0.0
1260,194,amélie,10000000,73.720244,173921954,122.0,7.8,3310,2002.0,0.0,5.0,0.0,1.0
1261,11025,new york minute,0,10.0403,0,91.0,5.5,185,2005.0,0.0,0.0,0.0,0.0
1262,8849,alfie,60000000,15.219263,13395939,103.0,5.6,248,2005.0,0.0,0.0,1.0,1.0
1263,78698,big miracle,40000000,8.303696,24719215,107.0,6.6,152,2013.0,0.0,0.0,0.0,0.0
1264,30943,the deep end of the ocean,38000000,4.746085,28121100,106.0,5.9,54,2000.0,0.0,0.0,0.0,0.0
1265,9544,feardotcom,40000000,6.756886,18902015,101.0,3.2,105,2003.0,0.0,0.0,0.0,0.0
1266,24418,cirque du freak the vampires assistant,40000000,16.424807,28169671,109.0,5.5,348,2010.0,0.0,0.0,0.0,0.0
1267,7288,duplex,40000000,15.590001,19322135,89.0,5.9,482,2004.0,0.0,0.0,0.0,0.0
1268,14655,soul men,0,5.483671,0,103.0,6.3,47,2009.0,0.0,0.0,0.0,0.0
1269,24575,raise the titanic,0,1.630541,0,115.0,5.2,21,1981.0,0.0,0.0,0.0,0.0
1270,10366,universal soldier the return,45000000,14.566664000000001,10667893,82.0,4.2,135,2000.0,0.0,0.0,0.0,0.0
1271,19898,pandorum,33000000,28.353517,20645327,108.0,6.5,774,2010.0,0.0,0.0,0.0,0.0
1272,4965,impostor,40000000,9.579975,0,102.0,6.1,135,2002.0,0.0,0.0,0.0,0.0
1273,15074,extreme ops,40000000,2.911819,10959475,93.0,5.0,28,2003.0,0.0,0.0,0.0,0.0
1274,56715,just visiting,0,10.844882,0,88.0,4.8,171,2002.0,0.0,0.0,0.0,0.0
1275,1272,sunshine,50000000,51.502884,32017803,107.0,7.0,1182,2008.0,0.0,0.0,0.0,0.0
1276,72358,a thousand words,40000000,13.119132999999998,22044277,91.0,6.0,373,2013.0,0.0,0.0,0.0,0.0
1277,20542,delgo,40000000,4.238482,0,94.0,5.4,15,2009.0,0.0,0.0,0.0,0.0
1278,266396,the gunman,40000000,26.935458,13644292,115.0,5.5,392,2016.0,0.0,0.0,0.0,0.0
1279,9978,stormbreaker,40000000,16.282962,23937870,93.0,5.1,213,2007.0,0.0,0.0,0.0,0.0
1280,8271,disturbia,20000000,31.690456,117760134,105.0,6.6,1006,2008.0,0.0,0.0,0.0,0.0
1281,10428,hackers,20000000,17.842246,7563728,107.0,6.2,398,1996.0,0.0,0.0,0.0,0.0
1282,5353,the hunting party,0,8.048305000000001,0,101.0,6.6,96,2008.0,0.0,0.0,0.0,0.0
1283,11934,the hudsucker proxy,30000000,14.188982000000001,0,111.0,7.1,275,1995.0,0.0,0.0,0.0,0.0
1284,14392,the warlords,40000000,6.884467,0,126.0,6.3,83,2008.0,0.0,0.0,0.0,0.0
1285,19495,nomad the warrior,25000000,8.212017999999999,0,112.0,4.3,17,2006.0,0.0,0.0,0.0,0.0
1286,110415,snowpiercer,39200000,64.238688,86758912,126.0,6.7,2854,2014.0,0.0,0.0,0.0,0.0
1287,77459,a monster in paris,25000000,17.375562,0,90.0,6.5,313,2012.0,0.0,0.0,0.0,0.0
1288,26486,the last shot,0,6.7698,0,90.0,5.9,15,2005.0,0.0,0.0,0.0,0.0
1289,9495,the crow,15000000,44.690107,94000000,102.0,7.3,953,1995.0,0.0,0.0,0.0,0.0
1290,256040,baahubali the beginning,40000000,16.254032000000002,100000000,159.0,7.5,135,2016.0,0.0,0.0,0.0,0.0
1291,24420,the time travelers wife,39000000,37.492928000000006,101229792,107.0,6.7,798,2010.0,0.0,0.0,0.0,0.0
1292,1257,because i said so,0,18.678415,69485490,102.0,5.8,191,2008.0,0.0,0.0,0.0,0.0
1293,62214,frankenweenie,39000000,27.908783000000003,35287788,87.0,6.6,932,2013.0,0.0,1.0,0.0,1.0
1294,16320,serenity,39000000,45.388937,38869464,119.0,7.4,1264,2006.0,0.0,0.0,0.0,0.0
1295,8842,against the ropes,39000000,2.817364,6614280,106.0,4.5,32,2005.0,0.0,0.0,0.0,0.0
1296,9531,superman iii,39000000,22.164202,75850624,125.0,5.3,490,1984.0,0.0,0.0,0.0,0.0
1297,64807,grudge match,40000000,21.362949,44907260,113.0,6.0,433,2014.0,0.0,0.0,0.0,0.0
1298,12289,red cliff,80341000,14.8375,127814609,150.0,7.1,205,2009.0,0.0,0.0,0.0,0.0
1299,11529,sweet home alabama,30000000,18.256028,180622424,108.0,6.0,394,2003.0,0.0,0.0,0.0,0.0
1300,20943,the ugly truth,38000000,22.332926999999998,205298907,96.0,6.4,972,2010.0,0.0,0.0,0.0,0.0
1301,9099,sgt bilko,0,5.417787000000001,0,90.0,5.5,94,1997.0,0.0,0.0,0.0,0.0
1302,9488,spy kids 2 the island of lost dreams,38000000,24.085144,119723358,100.0,5.3,521,2003.0,0.0,0.0,0.0,0.0
1303,193,star trek generations,38000000,14.779041000000001,120000000,118.0,6.4,452,1995.0,0.0,0.0,0.0,0.0
1304,44865,the grandmaster,3860000,19.947264999999998,64076736,130.0,6.3,273,2014.0,0.0,2.0,0.0,0.0
1305,55787,water for elephants,38000000,16.801218,114156230,120.0,6.7,850,2012.0,0.0,0.0,0.0,0.0
1306,257932,dragon nest warriors dawn,40000000,5.057695,0,88.0,6.8,19,2015.0,0.0,0.0,0.0,0.0
1307,10400,the hurricane,50000000,20.825781,73956241,146.0,7.2,396,2000.0,0.0,1.0,1.0,3.0
1308,1957,enough,38000000,11.500783,51801187,114.0,6.2,264,2003.0,0.0,0.0,0.0,0.0
1309,10833,heartbreakers,35000000,13.932203,0,123.0,5.7,254,2002.0,0.0,0.0,0.0,0.0
1310,256961,paul blart mall cop 2,38000000,41.258487,107597242,94.0,5.0,567,2016.0,0.0,0.0,0.0,0.0
1311,5852,angel eyes,53000000,6.4546339999999995,29700000,102.0,5.6,88,2002.0,0.0,0.0,0.0,0.0
1312,12312,joe somebody,38000000,5.257009,0,99.0,5.5,40,2002.0,0.0,0.0,0.0,0.0
1313,622,the ninth gate,38000000,30.359164,58401898,133.0,6.3,756,2000.0,0.0,0.0,0.0,0.0
1314,11306,extreme measures,38000000,3.4265550000000005,17380126,118.0,5.7,80,1997.0,0.0,0.0,0.0,0.0
1315,12508,rock star,57000000,11.60815,16991902,105.0,6.0,190,2002.0,0.0,0.0,0.0,0.0
1316,25793,precious,10000000,18.664624,47536959,110.0,6.9,417,2010.0,0.0,0.0,0.0,0.0
1317,10534,white squall,38000000,10.047578999999999,10300000,129.0,6.3,86,1997.0,0.0,0.0,0.0,0.0
1318,1091,the thing,15000000,52.731379000000004,19629760,109.0,7.8,1588,1983.0,0.0,0.0,0.0,0.0
1319,87421,riddick,38000000,46.630062,98337295,119.0,6.2,2035,2014.0,0.0,0.0,0.0,0.0
1320,10871,switchback,37000000,4.131546,6482195,118.0,5.8,52,1998.0,0.0,0.0,0.0,0.0
1321,13503,texas rangers,0,5.641978,0,110.0,5.4,19,2002.0,0.0,0.0,0.0,0.0
1322,13600,city of ember,55000000,23.465539,17869048,90.0,6.2,605,2009.0,0.0,0.0,0.0,0.0
1323,68722,the master,32000000,25.682509,28258060,137.0,7.0,701,2013.0,0.0,3.0,0.0,3.0
1324,14324,virgin territory,38000000,6.760922,5410749,93.0,4.3,75,2008.0,0.0,0.0,0.0,0.0
1325,14325,the express,40000000,3.8782300000000003,9793496,130.0,7.1,71,2009.0,0.0,0.0,0.0,0.0
1326,299687,the 5th wave,38000000,57.889964,109906372,112.0,5.6,1945,2017.0,0.0,0.0,0.0,0.0
1327,312221,creed,37000000,57.773582999999995,173567581,133.0,7.3,1915,2016.0,0.0,1.0,1.0,1.0
1328,23168,the town,37000000,24.218358,154026136,125.0,7.0,1468,2011.0,0.0,1.0,0.0,1.0
1329,76494,what to expect when youre expecting,40000000,27.009722999999997,79700000,110.0,5.8,594,2013.0,0.0,0.0,0.0,0.0
1330,4944,burn after reading,37000000,31.941346999999997,163720069,96.0,6.5,1222,2009.0,0.0,0.0,0.0,2.0
1331,10488,nims island,37000000,14.353279,100076342,96.0,5.6,330,2009.0,0.0,0.0,0.0,0.0
1332,96721,rush,38000000,33.003828000000006,90247624,123.0,7.7,2277,2014.0,0.0,0.0,0.0,2.0
1333,334,magnolia,37000000,30.993736,48451803,188.0,7.5,825,2000.0,0.0,3.0,1.0,2.0
1334,23742,cop out,30000000,25.825771,55583804,107.0,5.3,511,2011.0,0.0,0.0,0.0,0.0
1335,259694,how to be single,38000000,46.078371000000004,112343513,110.0,5.9,1201,2017.0,0.0,0.0,0.0,0.0
1336,62837,dolphin tale,37000000,6.638389999999999,95404397,113.0,6.7,163,2012.0,0.0,0.0,0.0,0.0
1337,8966,twilight,37000000,127.084938,392616625,122.0,5.8,3561,2009.0,0.0,0.0,0.0,0.0
1338,8470,john q,36000000,27.465433,102244770,116.0,7.0,594,2003.0,0.0,0.0,0.0,0.0
1339,11001,blue streak,65000000,16.865782,117758500,93.0,6.1,352,2000.0,0.0,0.0,0.0,0.0
1340,138832,were the millers,37000000,100.348805,269994119,110.0,6.8,2972,2014.0,0.0,0.0,0.0,0.0
1341,16911,the inhabited island,36500000,2.785832,21834845,115.0,5.3,23,2009.0,0.0,0.0,0.0,0.0
1342,2163,breakdown,36000000,9.176339,50159144,95.0,6.6,198,1998.0,0.0,0.0,0.0,0.0
1343,36670,never say never again,36000000,23.380757,160000000,134.0,5.8,338,1984.0,0.0,0.0,0.0,1.0
1344,23048,hot tub time machine,36000000,33.926473,64572262,101.0,6.0,894,2011.0,0.0,0.0,0.0,0.0
1345,227735,dolphin tale 2,36000000,6.967857,52424533,107.0,6.7,96,2015.0,0.0,0.0,0.0,0.0
1346,2155,reindeer games,42000000,11.470135,32168970,124.0,5.4,173,2001.0,0.0,0.0,0.0,0.0
1347,8409,a man apart,36000000,19.854932,44350926,109.0,5.8,258,2004.0,0.0,0.0,0.0,0.0
1348,222936,aloha,37000000,29.652535999999998,26250020,105.0,5.2,692,2016.0,0.0,0.0,0.0,0.0
1349,31908,ghosts of mississippi,0,8.102925,0,130.0,6.2,40,1997.0,0.0,2.0,0.0,1.0
1350,10219,snow falling on cedars,0,2.79483,0,127.0,6.3,32,2000.0,0.0,1.0,0.0,0.0
1351,48171,the rite,37000000,11.492474000000001,96047633,114.0,5.8,556,2012.0,0.0,0.0,0.0,0.0
1352,782,gattaca,36000000,70.398356,12532777,106.0,7.5,1808,1998.0,0.0,1.0,0.0,1.0
1353,75531,isnt she great,36000000,1.068453,3003296,95.0,4.6,14,2001.0,0.0,0.0,0.0,0.0
1354,11802,space chimps,37000000,6.293216999999999,63800345,81.0,5.2,99,2009.0,0.0,0.0,0.0,0.0
1355,9776,head of state,0,3.4571940000000003,0,95.0,5.3,71,2004.0,0.0,0.0,0.0,0.0
1356,18785,the hangover,35000000,82.21166,459270619,100.0,7.2,6173,2010.0,0.0,0.0,1.0,1.0
1357,365222,ip man 3,36000000,19.167377,156844753,105.0,6.5,379,2016.0,0.0,0.0,0.0,0.0
1358,817,austin powers the spy who shagged me,33000000,18.316151,310940086,95.0,6.2,1011,2000.0,0.0,1.0,0.0,1.0
1359,268,batman,35000000,44.104469,411348924,126.0,7.0,2096,1990.0,1.0,1.0,0.0,1.0
1360,45054,there be dragons,0,6.668678999999999,0,112.0,5.9,27,2012.0,0.0,0.0,0.0,0.0
1361,943,lethal weapon 3,35000000,36.172182,321731527,118.0,6.4,811,1993.0,0.0,0.0,0.0,0.0
1362,22881,the blind side,29000000,25.767395,309208309,129.0,7.2,1597,2010.0,1.0,2.0,1.0,1.0
1363,10054,spy kids,35000000,21.543389,147934180,88.0,5.5,867,2002.0,0.0,0.0,0.0,0.0
1364,51540,horrible bosses,35000000,50.309843,117000000,98.0,6.5,2277,2012.0,0.0,0.0,0.0,0.0
1365,44264,true grit,38000000,49.292384000000006,252276927,110.0,7.2,1668,2011.0,0.0,10.0,0.0,0.0
1366,350,the devil wears prada,35000000,83.89325699999999,326551094,109.0,7.0,3088,2007.0,0.0,2.0,1.0,3.0
1367,152,star trek the motion picture,35000000,24.616634,139000000,132.0,6.2,530,1980.0,0.0,0.0,0.0,1.0
1368,109431,identity thief,35000000,34.005726,173965010,111.0,5.6,1645,2014.0,0.0,0.0,0.0,0.0
1369,1598,cape fear,35000000,27.714043,182300000,128.0,7.0,675,1992.0,0.0,2.0,0.0,2.0
1370,8065,21,35000000,45.149947999999995,69823199,123.0,6.5,1375,2009.0,0.0,0.0,0.0,0.0
1371,271718,trainwreck,35000000,72.774941,140795793,125.0,5.9,1181,2016.0,0.0,0.0,0.0,2.0
1372,11638,guess who,35000000,3.74263,68915888,105.0,5.5,225,2006.0,0.0,0.0,0.0,0.0
1373,409,the english patient,27000000,29.381878000000004,231976425,162.0,7.0,542,1997.0,9.0,12.0,2.0,7.0
1374,2118,la confidential,35000000,24.860326,126216940,138.0,7.7,1310,1998.0,2.0,9.0,1.0,5.0
1375,11459,sky high,35000000,11.041659,86369815,100.0,5.8,550,2006.0,0.0,0.0,0.0,0.0
1376,10806,in  out,35000000,11.897925,0,90.0,6.3,177,1998.0,0.0,1.0,0.0,2.0
1377,9348,species,35000000,23.607070999999998,113374103,108.0,5.5,453,1996.0,0.0,0.0,0.0,0.0
1378,377,a nightmare on elm street,1800000,38.204158,25504513,91.0,7.2,1180,1985.0,0.0,0.0,0.0,0.0
1379,8843,the cell,33000000,25.413954999999998,104155843,107.0,6.0,436,2001.0,0.0,1.0,0.0,0.0
1380,9313,the man in the iron mask,0,28.98027,0,132.0,6.3,1018,1999.0,0.0,0.0,0.0,0.0
1381,39486,secretariat,35000000,9.525037,60251371,123.0,6.8,103,2011.0,0.0,0.0,0.0,0.0
1382,1273,tmnt,34000000,18.39217,95608995,90.0,6.0,345,2008.0,0.0,0.0,0.0,0.0
1383,13920,radio,32000000,9.254647,52277485,109.0,6.8,141,2004.0,0.0,0.0,0.0,0.0
1384,50544,friends with benefits,35000000,40.526587,150483765,109.0,6.5,2237,2012.0,0.0,0.0,0.0,0.0
1385,325133,neighbors 2 sorority rising,35000000,50.179171000000004,108758521,91.0,5.6,1462,2017.0,0.0,0.0,0.0,0.0
1386,140823,saving mr banks,35000000,31.957946999999997,112544580,125.0,7.3,1226,2014.0,0.0,1.0,0.0,1.0
1387,1883,malcolm x,34000000,19.822791,48169908,202.0,7.2,370,1993.0,0.0,2.0,0.0,1.0
1388,89492,this is 40,35000000,38.429648,88058786,134.0,5.6,896,2013.0,0.0,0.0,0.0,0.0
1389,22949,old dogs,35000000,13.707842999999999,92219310,88.0,5.2,210,2010.0,0.0,0.0,0.0,0.0
1390,12437,underworld rise of the lycans,35000000,51.927471000000004,91353501,92.0,6.2,1428,2010.0,0.0,0.0,0.0,0.0
1391,2959,license to wed,35000000,14.503568,69307224,91.0,5.2,253,2008.0,0.0,0.0,0.0,0.0
1392,9957,the benchwarmers,0,6.74556,0,80.0,5.2,242,2007.0,0.0,0.0,0.0,0.0
1393,11648,must love dogs,30000000,11.120167,58405313,98.0,5.8,140,2006.0,0.0,0.0,0.0,0.0
1394,9366,donnie brasco,35000000,40.370442,41954997,127.0,7.4,1147,1998.0,0.0,1.0,0.0,0.0
1395,1576,resident evil,33000000,40.715623,102984862,100.0,6.4,2065,2003.0,0.0,0.0,0.0,0.0
1396,609,poltergeist,10700000,36.230204,122200000,114.0,7.0,794,1983.0,0.0,3.0,0.0,0.0
1397,5516,the ladykillers,0,23.666229,0,104.0,6.0,415,2005.0,0.0,0.0,0.0,0.0
1398,13051,max payne,35000000,25.903237,85416905,100.0,5.2,613,2009.0,0.0,0.0,0.0,0.0
1399,49530,in time,40000000,60.231381999999996,173930596,109.0,6.7,3417,2012.0,0.0,0.0,0.0,0.0
1400,34806,the backup plan,35000000,18.382920000000002,77477008,106.0,5.7,458,2011.0,0.0,0.0,0.0,0.0
1401,49022,something borrowed,35000000,14.029012,59901913,112.0,5.9,296,2012.0,0.0,0.0,0.0,0.0
1402,11469,black knight,0,15.913782999999999,0,95.0,5.1,287,2002.0,0.0,0.0,0.0,0.0
1403,23479,the bad news bears,35000000,6.889633,35323292,102.0,6.9,97,1977.0,0.0,0.0,0.0,0.0
1404,11667,street fighter,35000000,19.286099,99423521,102.0,4.1,325,1995.0,0.0,0.0,0.0,0.0
1405,423,the pianist,35000000,50.587540999999995,120072577,150.0,8.0,1864,2003.0,3.0,7.0,0.0,2.0
1406,2447,the nativity story,35000000,3.721272,0,101.0,6.4,35,2007.0,0.0,0.0,0.0,0.0
1407,10066,house of wax,40000000,17.157738000000002,68766121,113.0,5.5,677,2006.0,0.0,0.0,0.0,0.0
1408,2288,closer,27000000,22.636908,115505027,104.0,6.7,811,2005.0,0.0,2.0,2.0,5.0
1409,88794,j edgar,35000000,28.069419,84606030,137.0,6.0,741,2012.0,0.0,0.0,0.0,1.0
1410,13515,mirrors,35000000,19.774542999999998,72436439,110.0,6.0,485,2009.0,0.0,0.0,0.0,0.0
1411,11979,queen of the damned,35000000,11.644243,45479110,101.0,5.4,239,2003.0,0.0,0.0,0.0,0.0
1412,169,predator 2,35000000,27.934978000000005,57120318,108.0,5.9,730,1991.0,0.0,0.0,0.0,0.0
1413,8090,untraceable,35000000,12.677505,32483410,101.0,5.9,238,2009.0,0.0,0.0,0.0,0.0
1414,11622,blast from the past,35000000,8.737058,40263020,112.0,6.3,245,2000.0,0.0,0.0,0.0,0.0
1415,3604,flash gordon,35000000,12.343507,27107960,111.0,6.1,233,1981.0,0.0,0.0,0.0,0.0
1416,9541,jersey girl,35000000,14.699342000000001,36098382,102.0,5.8,325,2005.0,0.0,0.0,0.0,0.0
1417,94348,alex cross,45000000,14.513243,30353232,101.0,5.1,300,2013.0,0.0,0.0,0.0,0.0
1418,8197,midnight in the garden of good and evil,35000000,5.525544,25105255,155.0,6.3,157,1998.0,0.0,0.0,0.0,0.0
1419,336004,heist,8900000,15.079993,4100000,93.0,5.6,318,2016.0,0.0,0.0,0.0,0.0
1420,35019,nanny mcphee and the big bang,35000000,23.835055,93246388,109.0,6.0,436,2011.0,0.0,0.0,0.0,0.0
1421,10410,hoffa,35000000,5.926966,0,140.0,6.1,81,1993.0,0.0,2.0,0.0,1.0
1422,8836,the x files i want to believe,30000000,25.454549,68369434,104.0,5.5,523,2009.0,0.0,0.0,0.0,0.0
1423,14442,ella enchanted,31000000,22.71592,27388767,96.0,5.9,437,2005.0,0.0,0.0,0.0,0.0
1424,321741,concussion,35000000,35.120736,50363790,123.0,7.0,823,2016.0,0.0,0.0,0.0,1.0
1425,59965,abduction,35000000,19.893646,82087155,106.0,5.6,961,2012.0,0.0,0.0,0.0,0.0
1426,14175,valiant,35000000,14.051851999999998,19478106,76.0,5.2,235,2006.0,0.0,0.0,0.0,0.0
1427,11004,wonder boys,35000000,9.011728999999999,0,111.0,6.9,161,2001.0,1.0,3.0,1.0,4.0
1428,11918,superhero movie,35000000,19.088655,25871834,85.0,4.9,379,2009.0,0.0,0.0,0.0,0.0
1429,98357,broken city,56000000,29.490057,19701164,109.0,5.7,593,2014.0,0.0,0.0,0.0,0.0
1430,10012,cursed,35000000,11.195592999999999,19294901,97.0,5.1,167,2006.0,0.0,0.0,0.0,0.0
1431,49526,premium rush,35000000,17.709888,31083599,91.0,6.2,832,2013.0,0.0,0.0,0.0,0.0
1432,268920,hot pursuit,35000000,18.262017,51680201,87.0,5.4,647,2016.0,0.0,0.0,0.0,0.0
1433,9093,the four feathers,35000000,10.103639999999999,29882645,132.0,6.5,159,2003.0,0.0,0.0,0.0,0.0
1434,119283,parker,35000000,28.670477,46216641,118.0,5.7,1455,2014.0,0.0,0.0,0.0,0.0
1435,11823,wimbledon,31000000,16.736734,41512007,98.0,6.0,293,2005.0,0.0,0.0,0.0,0.0
1436,35169,furry vengeance,35000000,13.668632999999998,39340177,92.0,4.6,149,2011.0,0.0,0.0,0.0,0.0
1437,118957,bait,30000000,9.780588,0,93.0,5.3,191,2013.0,0.0,0.0,0.0,0.0
1438,849,krull,27000000,9.904881,16519460,117.0,5.8,129,1984.0,0.0,0.0,0.0,0.0
1439,4515,lions for lambs,35000000,9.789027,63215872,92.0,6.0,216,2008.0,0.0,0.0,0.0,0.0
1440,18886,flight of the intruder,35000000,6.81729,0,115.0,5.7,31,1992.0,0.0,0.0,0.0,0.0
1441,6575,walk hard the dewey cox story,35000000,10.73522,18317151,96.0,6.6,212,2008.0,0.0,0.0,0.0,2.0
1442,6440,the shipping news,0,11.1399,0,111.0,6.4,108,2002.0,0.0,0.0,0.0,2.0
1443,13496,american outlaws,35000000,6.727949000000001,13678913,94.0,5.7,55,2002.0,0.0,0.0,0.0,0.0
1444,18320,the young victoria,35000000,16.343317000000003,27409889,105.0,7.0,322,2010.0,1.0,3.0,0.0,1.0
1445,22787,whiteout,40000000,14.818717999999999,12206028,101.0,5.3,220,2010.0,0.0,0.0,0.0,0.0
