,title,budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
940,syriana,50000000,16.871194,94000000,128.0,6.3,451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
941,13 hours the secret soldiers of benghazi,50000000,42.526529,69411370,144.0,7.0,938,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
942,the book of life,50000000,34.890999,97437106,95.0,7.3,755,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
943,firewall,45000000,18.186026000000002,82800000,105.0,5.6,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
944,absolute power,50000000,13.576765,50068310,121.0,6.4,223,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
945,gi jane,50000000,19.434672,48169156,125.0,6.0,395,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
946,the game,50000000,62.925175,109423648,129.0,7.5,1506,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
947,silent hill,50000000,32.927994,97607453,125.0,6.3,1067,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
948,the replacements,0,14.837288000000001,0,118.0,6.1,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,american reunion,50000000,39.920035,234989584,113.0,6.1,1611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,the negotiator,50000000,28.725621000000004,44547681,140.0,6.8,582,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
951,into the storm,50000000,20.566554,160602194,89.0,5.8,817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952,beverly hills cop iii,50000000,20.333953,119208989,104.0,5.5,434,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,gremlins 2 the new batch,50000000,33.98637,41482207,106.0,6.2,652,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
954,the judge,50000000,42.472324,83719388,141.0,7.2,1417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
955,the peacemaker,50000000,15.931084,0,124.0,5.8,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,resident evil apocalypse,45000000,29.880121999999997,129394835,94.0,6.1,1267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
957,bridget jones the edge of reason,50000000,28.803802,40203020,108.0,6.1,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
958,out of time,50000000,14.993459,55495563,105.0,6.1,298,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
959,on deadly ground,50000000,9.114168,49000000,102.0,4.5,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960,the adventures of sharkboy and lavagirl,50000000,12.311010000000001,69425966,92.0,4.4,269,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
961,the beach,40000000,41.362082,144056873,119.0,6.3,1233,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
962,raising helen,50000000,13.298205,49718611,119.0,5.9,189,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
963,ninja assassin,40000000,19.085403,60462347,99.0,6.2,371,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
964,for love of the game,50000000,9.622345,0,137.0,6.3,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
965,striptease,50000000,11.106005999999999,113309743,115.0,4.4,205,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
966,marmaduke,50000000,12.256219999999999,83761844,87.0,5.0,149,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
967,hereafter,50000000,13.365715,105197635,129.0,5.8,510,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
968,murder by numbers,50000000,16.167092999999998,56714147,120.0,6.0,268,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
969,assassins,50000000,23.073933,30303072,132.0,6.0,387,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970,hannibal rising,50000000,6.5670649999999995,82169884,121.0,6.0,654,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
971,the story of us,50000000,6.22577,58900031,95.0,5.9,75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
972,the host,44000000,42.933027,63327201,125.0,6.0,1817,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
973,basic,50000000,19.226763000000002,42792561,98.0,6.2,286,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
974,blood work,50000000,10.089065,26199517,110.0,6.1,206,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
975,the international,50000000,13.391832999999998,60161391,118.0,6.0,368,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
976,escape from la,50000000,21.637234,42277365,97.0,5.6,373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
977,the iron giant,70000000,61.245957,23159305,86.0,7.6,1436,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
978,the life aquatic with steve zissou,50000000,25.237969,34808403,119.0,7.1,775,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
979,free state of jones,50000000,21.589392999999998,25035950,139.0,6.6,428,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
980,the life of david gale,50000000,22.442241,38955598,130.0,7.3,480,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
981,man of the house,40000000,6.004422,0,100.0,5.4,120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,run all night,50000000,74.64653,71561644,114.0,6.3,1148,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
983,eastern promises,51500000,35.481169,55112356,100.0,7.2,848,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
984,into the blue,50000000,14.723467000000001,44434439,110.0,5.8,458,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
985,the messenger the story of joan of arc,60000000,21.084542000000003,66976317,148.0,6.2,367,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
986,your highness,49900000,21.408222,26121638,102.0,5.2,501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,dream house,50000000,19.267479,38502340,84.0,5.8,391,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
988,mad city,50000000,3.314004,10541523,114.0,5.9,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
989,babys day out,50000000,21.312185999999997,16671505,99.0,5.8,274,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
990,the scarlet letter,50000000,7.44268,10382407,135.0,5.5,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
991,fair game,22000000,12.549489999999999,24188922,108.0,6.5,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
992,domino,50000000,18.394571,22944502,127.0,6.0,444,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,jade,50000000,8.189406,9851610,95.0,5.2,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
994,gamer,50000000,27.631262,40828540,95.0,5.6,760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
995,beautiful creatures,60000000,40.721373,60052138,124.0,5.6,984,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
996,death to smoochy,55000000,11.329727,0,109.0,5.9,132,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
997,zoolander 2,50000000,37.253774,55969000,100.0,4.7,797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,the big bounce,50000000,6.397387999999999,6808550,88.0,5.0,76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,what planet are you from,60000000,2.275331,0,105.0,5.4,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1000,drive angry,50000000,30.387148,28931401,105.0,5.3,600,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1001,street fighter the legend of chunli,50000000,8.139676,12764201,97.0,3.9,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1002,the one,49000000,21.746245000000002,72700000,87.0,5.7,437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1003,the adventures of ford fairlane,49000000,2.8084279999999997,20423389,104.0,6.2,71,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1004,the boat that rocked,50000000,31.02233,36348784,116.0,7.2,666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,traffic,48000000,25.170217,207515725,147.0,6.9,562,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1006,indiana jones and the last crusade,48000000,80.972475,474171806,127.0,7.6,3152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,anna karenina,0,26.387040000000002,68929150,130.0,6.5,639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1008,chappie,49000000,116.700319,104399548,120.0,6.6,3062,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1009,the bone collector,73000000,33.884459,151493655,118.0,6.5,826,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1010,panic room,48000000,53.043124,196397415,111.0,6.5,1267,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1011,the tooth fairy,0,0.7167640000000001,0,0.0,4.3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1012,three kings,75000000,34.973086,108000000,114.0,6.6,692,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,child 44,50000000,40.371097999999996,3324330,137.0,6.1,547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1014,rat race,48000000,18.60049,85498534,112.0,6.0,518,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,kpax,48000000,30.920075,50315140,120.0,7.1,695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1016,kate  leopold,0,11.940711,0,118.0,6.0,418,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1017,bedazzled,48000000,19.348007,90383208,93.0,5.6,512,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1018,the cotton club,58000000,8.59075,25928721,127.0,6.6,68,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1019,310 to yuma,55000000,48.801089000000005,70016220,122.0,6.9,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020,taken 3,48000000,88.84477700000001,325771424,109.0,6.1,2200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021,out of sight,48000000,16.000178,77745568,123.0,6.5,333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022,the cable guy,47000000,19.525659,102825796,96.0,5.7,594,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1023,earth,0,1.246883,528972,101.0,6.6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,dick tracy,47000000,7.859226,103738726,103.0,5.9,251,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1025,the thomas crown affair,48000000,18.102572,124305181,113.0,6.6,339,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1026,riding in cars with boys,48000000,7.226114999999999,35743308,132.0,6.5,103,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1027,first blood,15000000,63.071045999999996,125212904,93.0,7.2,1488,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1028,solaris,0,24.132271,0,167.0,7.7,357,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1029,happily never after,47000000,10.410933,38085778,75.0,4.6,104,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1030,mary reilly,47000000,6.0672120000000005,12379402,104.0,5.7,74,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1031,my best friends wedding,38000000,15.401855,299288605,105.0,6.3,584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1032,americas sweethearts,0,10.698929,0,102.0,5.5,252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1033,insomnia,46000000,41.322708,113714830,118.0,6.8,1148,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1034,star trek first contact,46000000,25.6713,150000000,111.0,7.0,661,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1035,jonah hex,47000000,22.581313,10539000,80.0,4.4,420,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1036,courage under fire,46000000,12.971122,100860818,117.0,6.2,232,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1037,liar liar,45000000,26.721386,181000000,86.0,6.4,1424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,the infiltrator,25000000,24.672234,15436808,127.0,6.6,573,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1039,inchon,46000000,0.146783,5200000,140.0,6.5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1040,the flintstones,46000000,28.964161999999998,341631208,91.0,5.0,543,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1041,taken 2,45000000,49.353524,376141306,91.0,6.1,2757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,scary movie 3,48000000,36.585509,220673217,84.0,5.8,912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,miss congeniality,45000000,32.624355,212000000,111.0,6.1,961,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,journey to the center of the earth,45000000,53.090422,101702060,93.0,5.8,1309,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1045,the princess diaries 2 royal engagement,40000000,30.002907,95149435,113.0,6.0,697,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1046,the pelican brief,45000000,17.923254,195268056,141.0,6.3,371,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1047,the client,45000000,17.746719,117615211,119.0,6.4,278,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1048,the bucket list,45000000,31.305335999999997,175372502,97.0,7.0,1111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,patriot games,45000000,19.637704,178051587,117.0,6.3,433,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1050,monsterinlaw,43000000,10.411996,154749918,101.0,5.6,406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1051,prisoners,46000000,88.496873,122126687,153.0,7.9,3085,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1052,training day,45000000,52.081131,104876233,122.0,7.3,1634,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1053,galaxy quest,45000000,30.816340999999998,90683916,102.0,6.9,710,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1054,scary movie 2,45000000,35.376971000000005,141220678,83.0,5.4,982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,the muppets,45000000,17.047276,165184237,103.0,6.5,501,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1056,blade,45000000,43.815492,131183530,120.0,6.5,1905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1057,coach carter,30000000,23.234651,76669806,136.0,7.3,496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,changing lanes,45000000,17.270539000000003,94935764,89.0,5.9,299,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1059,anaconda,45000000,27.684779,136885767,89.0,4.7,610,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1060,coyote ugly,45000000,26.79781,113916474,100.0,5.8,575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,love actually,40000000,37.073127,244931766,135.0,7.0,1869,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1062,a bugs life,120000000,87.350802,363258859,95.0,6.8,2303,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,from hell,35000000,26.134678,74558115,122.0,6.6,741,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1064,the specialist,45000000,16.582709,170362582,110.0,5.5,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1065,tin cup,45000000,10.731574,53854588,135.0,5.9,150,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1066,yours mine and ours,0,2.0941509999999997,0,111.0,6.2,26,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,kicking  screaming,45000000,8.99269,56070433,95.0,5.6,176,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1068,the hitchhikers guide to the galaxy,50000000,51.742065000000004,104478416,109.0,6.6,1315,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1069,fat albert,0,7.157635000000001,0,93.0,4.3,69,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,resident evil extinction,45000000,12.065380000000001,148412065,94.0,6.1,1292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1071,blended,40000000,44.120328,123494610,117.0,6.6,1006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,last holiday,45000000,6.156015,38399961,112.0,6.4,119,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,the river wild,45000000,12.362876,0,111.0,6.1,210,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1074,the indian in the cupboard,45000000,11.095914,0,96.0,5.9,134,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1075,savages,45000000,31.856589000000003,82966152,131.0,6.2,766,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1076,cellular,25000000,24.459948,56422687,94.0,6.1,537,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1077,johnny english,40000000,28.029015,160583018,88.0,6.0,852,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,the ant bully,50000000,20.239061,55181129,88.0,5.5,366,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1079,dune,40000000,25.876582,30925690,137.0,6.5,562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1080,across the universe,0,11.872841000000001,0,133.0,7.1,410,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1081,revolutionary road,35000000,20.360549,75225693,119.0,6.7,796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1082,16 blocks,55000000,32.31022,65664721,105.0,6.2,661,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1083,babylon ad,70000000,27.568194000000002,72108608,101.0,5.4,676,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1084,the glimmer man,45000000,6.250282,0,92.0,4.7,100,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1085,multiplicity,45000000,11.120344000000001,0,117.0,5.5,154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1086,aliens in the attic,45000000,13.707182999999999,57881056,86.0,5.3,244,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1087,the pledge,35000000,12.495436,29400000,123.0,6.5,215,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1088,the producers,45000000,6.803965,38058335,134.0,6.1,151,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,the phantom,45000000,9.025236,17300889,100.0,4.7,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,all the pretty horses,57000000,7.5246710000000006,0,117.0,5.8,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1091,nixon,44000000,3.770161,13681765,192.0,7.1,71,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1092,the ghost writer,45000000,21.118195999999998,60222298,128.0,6.7,670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1093,deep rising,45000000,6.513856,11203026,106.0,6.0,154,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1094,miracle at st anna,45000000,11.387408,9323833,160.0,6.3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1095,curse of the golden flower,110,9.950505,0,114.0,6.6,203,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,bangkok dangerous,45000000,14.813057,42487390,99.0,5.0,332,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1097,big trouble,40000000,5.201688,8493890,85.0,6.3,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1098,love in the time of cholera,45000000,5.361699,4607608,139.0,6.4,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1099,shadow conspiracy,45000000,3.848893,2154540,103.0,4.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1100,johnny english reborn,45000000,35.6585,160078586,101.0,6.0,1007,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1101,foodfight,65000000,5.258726,73706,87.0,2.3,28,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,argo,44500000,62.01056,232324128,120.0,7.1,3423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1103,the fugitive,44000000,54.884297,368875760,130.0,7.2,1220,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1104,the bounty hunter,40000000,33.747825,136000000,110.0,5.5,858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,sleepers,44000000,16.245068,165615285,147.0,7.3,715,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1106,rambo first blood part ii,44000000,38.653969000000004,300400432,96.0,6.3,864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1107,the juror,44000000,3.9373519999999997,0,118.0,5.5,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1108,pinocchio,2600000,46.007991,84300000,88.0,6.9,1355,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1109,heavens gate,44000000,5.3801239999999995,3484331,219.0,6.4,55,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1110,underworld evolution,50000000,49.020045,111340801,106.0,6.4,1528,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1111,victor frankenstein,40000000,24.821138,34227298,109.0,5.6,685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1112,finding forrester,43000000,19.043286,80049764,136.0,7.0,302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,28 days,43000000,5.418921,0,103.0,6.0,208,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,unleashed,45000000,25.999888000000002,50871113,103.0,6.6,518,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,the sweetest thing,43000000,18.65632,68696770,84.0,5.3,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1116,the firm,42000000,23.736535,270248367,154.0,6.6,501,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1117,charlie st cloud,44000000,21.75433,48190704,99.0,6.8,566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,the mechanic,40000000,44.094856,51070807,93.0,6.3,1045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1119,21 jump street,42000000,62.714026000000004,201585328,109.0,6.7,4074,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,notting hill,42000000,28.969151,363889678,124.0,7.0,1262,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1121,chicken run,45000000,31.789029,224834564,84.0,6.5,1150,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1122,along came polly,42000000,33.238296000000005,171963386,90.0,5.8,773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1123,boomerang,40000000,6.420433999999999,70100000,117.0,5.4,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1124,the heat,43000000,37.654688,158674180,117.0,6.5,1575,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,cleopatra,31115000,13.244365,71000000,248.0,6.7,146,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1126,here comes the boom,0,26.799913,73100172,105.0,6.0,593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,high crimes,42000000,14.046705,63781810,115.0,6.1,184,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1128,the mirror has two faces,42000000,3.844926,0,126.0,6.5,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1129,the mothman prophecies,32000000,14.733513,55157539,119.0,6.1,305,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1130,brüno,42000000,16.122168,0,83.0,5.4,518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
